ortho_0,phon_0,lemme_0,cgram_0,genre_0,nombre_0,freqfilms2_0,infover_0,islem_0,p_cvcv_0,cgramortho_0
fuit,f8i,fuir,VER,,,6.78,ind:pre:3s;ind:pas:3s;,0,CYV,VER
fumait,fymE,fumer,VER,,,2.7,ind:imp:3s;,0,CVCV,VER
fument,fym,fumer,VER,,,2.66,ind:pre:3p;,0,CVC,VER
furent,fyR,être,AUX,,,8.96,ind:pas:3p;,0,CVC,"AUX,VER"
furent,fyR,être,VER,,,6.49,ind:pas:3p;,0,CVC,"AUX,VER"
fut,fy,être,AUX,,,32.92,ind:pas:3s;,0,CV,"AUX,VER"
fut,fy,être,VER,,,55.88,ind:pas:3s;,0,CV,"AUX,VER"
fût,fy,être,AUX,,,2.16,sub:imp:3s;,0,CV,"NOM,AUX,VER"
fût,fy,être,VER,,,5.57,sub:imp:3s;,0,CV,"NOM,AUX,VER"
fuyait,f8ijE,fuir,VER,,,1.27,ind:imp:3s;,0,CYVYV,VER
fuyant,f8ij@,fuir,VER,,,1.54,par:pre;,0,CYVYV,"VER,ADJ,NOM"
gagnait,gaNE,gagner,VER,,,2.96,ind:imp:3s;,0,CVCV,VER
gagnant,gaN@,gagner,VER,,,1.69,par:pre;,0,CVCV,"ADJ,NOM,VER"
gagnent,gaN,gagner,VER,,,7.02,ind:pre:3p;,0,CVC,VER
gagnerait,gaN°RE,gagner,VER,,,1.95,cnd:pre:3s;,0,CVCVCV,VER
garantit,gaR@ti,garantir,VER,,,2.3,ind:pre:3s;ind:pas:3s;,0,CVCVCV,VER
gardait,gaRdE,garder,VER,,,4.52,ind:imp:3s;,0,CVCCV,VER
gardant,gaRd@,garder,VER,,,2.06,par:pre;,0,CVCCV,VER
gardent,gaRd,garder,VER,,,6.04,ind:pre:3p;sub:pre:3p;,0,CVCC,VER
garderont,gaRd°R§,garder,VER,,,1.05,ind:fut:3p;,0,CVCCVCV,VER
gémit,Zemi,gémir,VER,,,3.88,ind:pre:3s;ind:pas:3s;,0,CVCV,VER
gênait,ZEnE,gêner,VER,,,1.64,ind:imp:3s;,0,CVCV,VER
gênent,ZEn,gêner,VER,,,1.81,ind:pre:3p;,0,CVC,VER
gênerait,ZEn°RE,gêner,VER,,,1.77,cnd:pre:3s;,0,CVCVCV,VER
gisait,ZizE,gésir,VER,,,1.2,ind:imp:3s;,0,CVCV,VER
gît,Zi,gésir,VER,,,2.15,ind:pre:3s;,0,CV,VER
glissait,glisE,glisser,VER,,,1,ind:imp:3s;,0,CCVCV,VER
glissent,glis,glisser,VER,,,1.22,ind:pre:3p;,0,CCVC,VER
grand,gR@,grand,ADJ,m,s,338.27,,1,CCV,"ADJ,ADV,NOM"
grandissait,gR@disE,grandir,VER,,,1.28,ind:imp:3s;,0,CCVCVCV,VER
grandissant,gR@dis@,grandir,VER,,,1.52,par:pre;,0,CCVCVCV,"VER,ADJ"
grandissent,gR@dis,grandir,VER,,,2.55,ind:pre:3p;,0,CCVCVC,VER
grandit,gR@di,grandir,VER,,,7.64,ind:pre:3s;ind:pas:3s;,0,CCVCV,VER
grossit,gRosi,grossir,VER,,,1.96,ind:pre:3s;ind:pas:3s;,0,CCVCV,VER
guérit,geRi,guérir,VER,,,3.62,ind:pre:3s;ind:pas:3s;,0,CVCV,VER
habitaient,abitE,habiter,VER,,,2.04,ind:imp:3p;,0,VCVCV,VER
habitait,abitE,habiter,VER,,,8.94,ind:imp:3s;,0,VCVCV,VER
haïssait,aisE,haïr,VER,,,1.1,ind:imp:3s;,0,VVCV,VER
haïssent,ais,haïr,VER,,,2.44,ind:pre:3p;,0,VVC,VER
hait,E,haïr,VER,,,7.53,ind:pre:3s;,0,V,VER
hésitait,ezitE,hésiter,VER,,,1.01,ind:imp:3s;,0,VCVCV,VER
hurlait,yRlE,hurler,VER,,,2.19,ind:imp:3s;,0,VCCV,VER
hurlant,yRl@,hurler,VER,,,2.08,par:pre;,0,VCCV,"ADJ,VER"
hurlent,yRl,hurler,VER,,,2.52,ind:pre:3p;,0,VCC,VER
ignoraient,iNoRE,ignorer,VER,,,1.2,ind:imp:3p;,0,VCVCV,VER
ignorait,iNoRE,ignorer,VER,,,5.32,ind:imp:3s;,0,VCVCV,VER
ignorant,iNoR@,ignorer,VER,,,1.74,par:pre;,0,VCVCV,"ADJ,NOM,VER"
ignorent,iNoR,ignorer,VER,,,5.09,ind:pre:3p;,0,VCVC,VER
imaginait,imaZinE,imaginer,VER,,,1.63,ind:imp:3s;,0,VCVCVCV,VER
imaginent,imaZin,imaginer,VER,,,2.05,ind:pre:3p;,0,VCVCVC,VER
impliquant,5plik@,impliquer,VER,,,1.37,par:pre;,0,VCCVCV,VER
importait,5pORtE,importer,VER,,,2.25,ind:imp:3s;,0,VCVCCV,VER
imposait,5pozE,imposer,VER,,,1.07,ind:imp:3s;,0,VCVCV,VER
imposent,5poz,imposer,VER,,,1.62,ind:pre:3p;,0,VCVC,VER
inclut,5kly,inclure,VER,,,1.78,ind:pre:3s;ind:pas:3s;,0,VCCV,VER
indiquant,5dik@,indiquer,VER,,,1.81,par:pre;,0,VCVCV,VER
indiquent,5dik,indiquer,VER,,,5.18,ind:pre:3p;,0,VCVC,VER
informent,5fORm,informer,VER,,,1.15,ind:pre:3p;,0,VCVCC,VER
inquiétait,5kjetE,inquiéter,VER,,,3.56,ind:imp:3s;,0,VCYVCV,VER
inscrit,5skRi,inscrire,VER,m,s,7.01,ind:pre:3s;par:pas;,0,VCCCV,"VER,ADJ,NOM"
insistait,5sistE,insister,VER,,,1.11,ind:imp:3s;,0,VCVCCV,VER
installent,5stal,installer,VER,,,1.38,ind:pre:3p;,0,VCCVC,VER
instruit,5stR8i,instruire,VER,m,s,1.96,ind:pre:3s;par:pas;par:pas;,0,VCCCYV,"VER,ADJ"
interdit,5tERdi,interdire,VER,m,s,42.13,ind:pre:3s;par:pas;,0,VCVCCV,"VER,ADJ,NOM"
intéressait,5teREsE,intéresser,VER,,,7.29,ind:imp:3s;,0,VCVCVCV,VER
intéressant,5teREs@,intéresser,VER,,,2.67,par:pre;,0,VCVCVCV,"ADJ,NOM,VER"
intéressent,5teREs,intéresser,VER,,,9.68,ind:pre:3p;,0,VCVCVC,VER
intéresserait,5teREs°RE,intéresser,VER,,,3.42,cnd:pre:3s;,0,VCVCVCVCV,VER
interrogent,5tEROZ,interroger,VER,,,1.04,ind:pre:3p;,0,VCVCVC,VER
interrompt,5tER§,interrompre,VER,,,1.07,ind:pre:3s;,0,VCVCV,VER
intervient,5tERvj5,intervenir,VER,,,3.16,ind:pre:3s;,0,VCVCCYV,VER
introduit,5tRod8i,introduire,VER,m,s,4.18,ind:pre:3s;par:pas;,0,VCCVCYV,VER
investit,5vEsti,investir,VER,,,1.56,ind:pre:3s;ind:pas:3s;,0,VCVCCV,VER
iraient,iRE,aller,VER,,,1.65,cnd:pre:3p;,0,VCV,VER
irait,iRE,aller,VER,,,22.44,cnd:pre:3s;,0,VCV,VER
iront,iR§,aller,VER,,,7.43,ind:fut:3p;,0,VCV,VER
jaillit,Zaji,jaillir,VER,,,1.43,ind:pre:3s;ind:pas:3s;,0,CVYV,VER
jetant,Z°t@,jeter,VER,,,1.53,par:pre;,0,CVCV,VER
joint,Zw5,joindre,VER,m,s,2.51,ind:pre:3s;par:pas;,0,CYV,"VER,ADJ,NOM"
jouaient,ZwE,jouer,VER,,,3.86,ind:imp:3p;,0,CYV,VER
jouait,ZwE,jouer,VER,,,21.59,ind:imp:3s;,0,CYV,VER
jouant,Zw@,jouer,VER,,,5.66,par:pre;,0,CYV,VER
jouent,Zu,jouer,VER,,,16.41,ind:pre:3p;,0,CV,VER
jouerait,ZuRE,jouer,VER,,,1.24,cnd:pre:3s;,0,CVCV,VER
jouit,Zwi,jouir,VER,,,1.99,ind:pre:3s;ind:pas:3s;,0,CYV,VER
jugent,ZyZ,juger,VER,,,1.06,ind:pre:3p;,0,CVC,VER
jurait,ZyRE,jurer,VER,,,1.06,ind:imp:3s;,0,CVCV,VER
jurent,ZyR,jurer,VER,,,1.01,ind:pre:3p;,0,CVC,VER
lâchait,laSE,lâcher,VER,,,1.08,ind:imp:3s;,0,CVCV,VER
lâchent,laS,lâcher,VER,,,2.52,ind:pre:3p;,0,CVC,VER
laissaient,lEsE,laisser,VER,,,1.69,ind:imp:3p;,0,CVCV,VER
laissait,lEsE,laisser,VER,,,7.78,ind:imp:3s;,0,CVCV,VER
laissant,lEs@,laisser,VER,,,10.8,par:pre;,0,CVCV,VER
laissent,lEs,laisser,VER,,,15.24,ind:pre:3p;sub:pre:3p;,0,CVC,VER
laisseraient,lEs°RE,laisser,VER,,,1.23,cnd:pre:3p;,0,CVCVCV,VER
laisserait,lEs°RE,laisser,VER,,,5.18,cnd:pre:3s;,0,CVCVCV,VER
laisseront,lEs°R§,laisser,VER,,,5.74,ind:fut:3p;,0,CVCVCV,VER
lancent,l@s,lancer,VER,,,1.31,ind:pre:3p;,0,CVC,VER
languit,l@gi,languir,VER,,,1.1,ind:pre:3s;ind:pas:3s;,0,CVCV,VER
lavait,lavE,laver,VER,,,1.23,ind:imp:3s;,0,CVCV,VER
levait,l°vE,lever,VER,,,1.17,ind:imp:3s;,0,CVCV,VER
levant,l°v@,lever,VER,,,1.36,par:pre;,0,CVCV,"ADJ,NOM,VER"
lèvent,lEv,lever,VER,,,1.67,ind:pre:3p;sub:pre:3p;,0,CVC,VER
lisait,lizE,lire,VER,,,3.88,ind:imp:3s;,0,CVCV,VER
lisant,liz@,lire,VER,,,2.95,par:pre;,0,CVCV,"VER,ADJ,NOM"
lisent,liz,lire,VER,,,2.67,ind:pre:3p;,0,CVC,VER
lit,li,lire,VER,,,14.22,ind:pre:3s;,0,CV,"VER,NOM"
livrent,livR,livrer,VER,,,1.44,ind:pre:3p;,0,CVCC,VER
louait,lwE,louer,VER,,,1.46,ind:imp:3s;,0,CYV,VER
luit,l8i,luire,VER,,,2.02,ind:pre:3s;ind:pas:3s;,0,CYV,VER
luttant,lyt@,lutter,VER,,,1.56,par:pre;,0,CVCV,VER
maint,m5,maint,ADJ:ind,m,s,1.27,,1,CV,ADJ:ind
maintenant,m5t°n@,maintenir,VER,,,95.61,par:pre;,0,CVCVCV,"ADV,VER"
maintient,m5tj5,maintenir,VER,,,2.63,ind:pre:3s;,0,CVCYV,VER
mangeait,m@ZE,manger,VER,,,4.93,ind:imp:3s;,0,CVCV,VER
mangeant,m@Z@,manger,VER,,,3.13,par:pre;,0,CVCV,VER
mangent,m@Z,manger,VER,,,13.77,ind:pre:3p;sub:pre:3p;,0,CVC,VER
mangerait,m@Z°RE,manger,VER,,,1.88,cnd:pre:3s;,0,CVCVCV,VER
mangeront,m@Z°R§,manger,VER,,,1.43,ind:fut:3p;,0,CVCVCV,VER
manquaient,m@kE,manquer,VER,,,1.38,ind:imp:3p;,0,CVCV,VER
manquait,m@kE,manquer,VER,,,18.13,ind:imp:3s;,0,CVCV,VER
manquent,m@k,manquer,VER,,,10.51,ind:pre:3p;sub:pre:3p;,0,CVC,VER
manquerait,m@k°RE,manquer,VER,,,3.97,cnd:pre:3s;,0,CVCVCV,VER
manqueront,m@k°R§,manquer,VER,,,1.03,ind:fut:3p;,0,CVCVCV,VER
marchaient,maRSE,marcher,VER,,,1.82,ind:imp:3p;,0,CVCCV,VER
marchait,maRSE,marcher,VER,,,12.13,ind:imp:3s;,0,CVCCV,VER
marchant,maRS@,marcher,VER,,,4.32,par:pre;,0,CVCCV,"ADJ,VER"
marchent,maRS,marcher,VER,,,11.64,ind:pre:3p;,0,CVCC,VER
marcherait,maRS°RE,marcher,VER,,,4.1,cnd:pre:3s;,0,CVCCVCV,VER
marcheront,maRS°R§,marcher,VER,,,1.03,ind:fut:3p;,0,CVCCVCV,VER
mariait,maRjE,marier,VER,,,1.08,ind:imp:3s;,0,CVCYV,VER
marient,maRi,marier,VER,,,4.04,ind:pre:3p;,0,CVCV,VER
marrant,maR@,marrer,VER,,,1.88,par:pre;,0,CVCV,"ADJ,NOM,VER"
méfient,mefi,méfier,VER,,,1.31,ind:pre:3p;,0,CVCV,VER
mêlent,mEl,mêler,VER,,,1.77,ind:pre:3p;,0,CVC,VER
menaçaient,m°nasE,menacer,VER,,,1.07,ind:imp:3p;,0,CVCVCV,VER
menaçait,m°nasE,menacer,VER,,,2.95,ind:imp:3s;,0,CVCVCV,VER
menaçant,m°nas@,menacer,VER,,,1.18,par:pre;,0,CVCVCV,"VER,ADJ"
menacent,m°nas,menacer,VER,,,2.46,ind:pre:3p;,0,CVCVC,VER
menait,m°nE,mener,VER,,,2.56,ind:imp:3s;,0,CVCV,VER
menant,m°n@,mener,VER,,,1.68,par:pre;,0,CVCV,VER
mènent,mEn,mener,VER,,,6.42,ind:pre:3p;,0,CVC,VER
mèneront,mEn°R§,mener,VER,,,1.04,ind:fut:3p;,0,CVCVCV,VER
ment,m@,mentir,VER,,,24.08,ind:pre:3s;,0,CV,VER
mentait,m@tE,mentir,VER,,,2.54,ind:imp:3s;,0,CVCV,VER
mentirait,m@tiRE,mentir,VER,,,1.55,cnd:pre:3s;,0,CVCVCV,VER
méritaient,meRitE,mériter,VER,,,1.18,ind:imp:3p;,0,CVCVCV,VER
méritait,meRitE,mériter,VER,,,6.08,ind:imp:3s;,0,CVCVCV,VER
mériterait,meRit°RE,mériter,VER,,,1.29,cnd:pre:3s;,0,CVCVCVCV,VER
mesurent,m°zyR,mesurer,VER,,,1.01,ind:pre:3p;,0,CVCVC,VER
met,mE,mettre,VER,,,89.25,ind:pre:3s;,0,CV,VER
mettaient,mEtE,mettre,VER,,,1.81,ind:imp:3p;,0,CVCV,VER
mettait,mEtE,mettre,VER,,,10.14,ind:imp:3s;,0,CVCV,VER
mettant,mEt@,mettre,VER,,,5.61,par:pre;,0,CVCV,VER
mettraient,mEtRE,mettre,VER,,,1.01,cnd:pre:3p;,0,CVCCV,VER
mettrait,mEtRE,mettre,VER,,,4.91,cnd:pre:3s;,0,CVCCV,VER
mettront,mEtR§,mettre,VER,,,2.31,ind:fut:3p;,0,CVCCV,VER
meurent,m9R,mourir,VER,,,19.13,ind:pre:3p;,0,CVC,VER
meurt,m9R,mourir,VER,,,44.29,ind:pre:3s;,0,CVC,VER
mirent,miR,mettre,VER,,,1.38,ind:pas:3p;,0,CVC,VER
mit,mi,mettre,VER,,,7.48,ind:pas:3s;,0,CV,VER
montait,m§tE,monter,VER,,,3.95,ind:imp:3s;,0,CVCV,VER
montant,m§t@,monter,VER,,,2.31,par:pre;,0,CVCV,"ADJ,NOM,VER"
montrait,m§tRE,montrer,VER,,,3.27,ind:imp:3s;,0,CVCCV,VER
montrant,m§tR@,montrer,VER,,,2.02,par:pre;,0,CVCCV,VER
montrent,m§tR,montrer,VER,,,8.82,ind:pre:3p;,0,CVCC,VER
moquait,mokE,moquer,VER,,,2.2,ind:imp:3s;,0,CVCV,VER
moquent,mOk,moquer,VER,,,4.18,ind:pre:3p;,0,CVC,VER
mord,mOR,mordre,VER,,,7.95,ind:pre:3s;,0,CVC,VER
mordait,mORdE,mordre,VER,,,1.09,ind:imp:3s;,0,CVCCV,VER
mordent,mORd,mordre,VER,,,1.74,ind:pre:3p;,0,CVCC,VER
mort,mOR,mourir,VER,m,s,318.84,par:pas;,0,CVC,"ADJ,NOM,VER"
mouraient,muRE,mourir,VER,,,1.22,ind:imp:3p;,0,CVCV,VER
mourait,muRE,mourir,VER,,,2.92,ind:imp:3s;,0,CVCV,VER
mourant,muR@,mourir,VER,,,1.9,par:pre;,0,CVCV,"ADJ,NOM,VER"
mourraient,muRE,mourir,VER,,,1.38,cnd:pre:3p;,0,CVCV,VER
mourrait,muRE,mourir,VER,,,3.45,cnd:pre:3s;,0,CVCV,VER
mourront,muR§,mourir,VER,,,3.86,ind:fut:3p;,0,CVCV,VER
mourut,muRy,mourir,VER,,,5.62,ind:pas:3s;,0,CVCV,VER
multiplient,myltipli,multiplier,VER,,,1.29,ind:pre:3p;,0,CVCCVCCV,VER
nagent,naZ,nager,VER,,,1.24,ind:pre:3p;,0,CVC,VER
naissent,nEs,naître,VER,,,3.82,ind:pre:3p;,0,CVC,VER
naît,nE,naître,VER,,,5.47,ind:pre:3s;,0,CV,VER
naquit,naki,naître,VER,,,1.4,ind:pas:3s;,0,CVCV,VER
nettoyait,netwajE,nettoyer,VER,,,1.02,ind:imp:3s;,0,CVCYVYV,VER
nourrissait,nuRisE,nourrir,VER,,,1,ind:imp:3s;,0,CVCVCV,VER
nourrissent,nuRis,nourrir,VER,,,2.46,ind:pre:3p;sub:imp:3p;,0,CVCVC,VER
nourrit,nuRi,nourrir,VER,,,8.78,ind:pre:3s;ind:pas:3s;,0,CVCV,VER
nuit,n8i,nuire,VER,,,5.29,ind:pre:3s;,0,CYV,"VER,NOM"
obéissent,obeis,obéir,VER,,,2.04,ind:pre:3p;,0,VCVVC,VER
obéit,obei,obéir,VER,,,3.54,ind:pre:3s;ind:pas:3s;,0,VCVV,VER
obligeait,obliZE,obliger,VER,,,1.4,ind:imp:3s;,0,VCCVCV,VER
obligent,obliZ,obliger,VER,,,1.93,ind:pre:3p;,0,VCCVC,VER
observait,opsERvE,observer,VER,,,1.23,ind:imp:3s;,0,VCCVCCV,VER
observant,opsERv@,observer,VER,,,1.17,par:pre;,0,VCCVCCV,"ADJ,NOM,VER"
observent,opsERv,observer,VER,,,1.41,ind:pre:3p;,0,VCCVCC,VER
obtiennent,OptjEn,obtenir,VER,,,1.23,ind:pre:3p;,0,VCCYVC,VER
obtient,Optj5,obtenir,VER,,,6.75,ind:pre:3s;,0,VCCYV,VER
occupait,okypE,occuper,VER,,,4.36,ind:imp:3s;,0,VCVCV,VER
occupent,okyp,occuper,VER,,,6.45,ind:pre:3p;,0,VCVC,VER
occuperont,okyp°R§,occuper,VER,,,1.61,ind:fut:3p;,0,VCVCVCV,VER
offert,ofER,offrir,VER,m,s,34.01,par:pas;,0,VCVC,VER
offrait,ofRE,offrir,VER,,,2.96,ind:imp:3s;,0,VCCV,VER
offrant,ofR@,offrir,VER,,,2.13,par:pre;,0,VCCV,"ADJ,NOM,VER"
offrent,OfR,offrir,VER,,,4.29,ind:pre:3p;,0,VCC,VER
offrit,ofRi,offrir,VER,,,1.55,ind:pas:3s;,0,VCCV,VER
ont,§,avoir,AUX,,,1063.32,ind:pre:3p;,0,V,"AUX,VER"
ont,§,avoir,VER,,,381.18,ind:pre:3p;,0,V,"AUX,VER"
opèrent,opER,opérer,VER,,,1.06,ind:pre:3p;,0,VCVC,VER
organisait,ORganizE,organiser,VER,,,1.08,ind:imp:3s;,0,VCCVCVCV,VER
organisent,ORganiz,organiser,VER,,,1.83,ind:pre:3p;,0,VCCVCVC,VER
osait,ozE,oser,VER,,,1.91,ind:imp:3s;,0,VCV,VER
osent,oz,oser,VER,,,3.23,ind:pre:3p;,0,VC,VER
oserait,oz°RE,oser,VER,,,2.71,cnd:pre:3s;,0,VCVCV,VER
oubliait,ublijE,oublier,VER,,,1.22,ind:imp:3s;,0,VCCVYV,VER
oubliant,ublij@,oublier,VER,,,1.52,par:pre;,0,VCCVYV,VER
oublient,ubli,oublier,VER,,,3.94,ind:pre:3p;,0,VCCV,VER
oublieront,ubliR§,oublier,VER,,,1.1,ind:fut:3p;,0,VCCVCV,VER
ouvert,uvER,ouvrir,VER,m,s,56.83,par:pas;,0,VCVC,"ADJ,VER"
ouvrait,uvRE,ouvrir,VER,,,2.4,ind:imp:3s;,0,VCCV,VER
ouvrant,uvR@,ouvrir,VER,,,1.86,par:pre;,0,VCCV,"ADJ,NOM,VER"
ouvrent,uvR,ouvrir,VER,,,6.24,ind:pre:3p;sub:pre:3p;,0,VCC,VER
ouvriront,uvRiR§,ouvrir,VER,,,1.35,ind:fut:3p;,0,VCCVCV,VER
ouvrit,uvRi,ouvrir,VER,,,2.54,ind:pas:3s;,0,VCCV,VER
paient,pE,payer,VER,,,6.98,ind:pre:3p;,0,CV,VER
paierait,pERE,payer,VER,,,2.2,cnd:pre:3s;,0,CVCV,VER
paieront,pER§,payer,VER,,,2.84,ind:fut:3p;,0,CVCV,VER
paraissait,paREsE,paraître,VER,,,4.63,ind:imp:3s;,0,CVCVCV,VER
paraissent,paREs,paraître,VER,,,2.88,ind:pre:3p;,0,CVCVC,VER
parait,paRE,parer,VER,,,12.53,ind:imp:3s;,0,CVCV,VER
paraît,paRE,paraître,VER,,,81.22,ind:pre:3s;,0,CVCV,VER
parcourt,paRkuR,parcourir,VER,,,2.3,ind:pre:3s;,0,CVCCVC,VER
pardonnent,paRdOn,pardonner,VER,,,1.09,ind:pre:3p;,0,CVCCVC,VER
parfait,paRfE,parfaire,VER,m,s,45.92,ind:pre:3s;par:pas;,0,CVCCV,"VER,ADJ,NOM"
parlaient,paRlE,parler,VER,,,5.94,ind:imp:3p;,0,CVCCV,VER
parlait,paRlE,parler,VER,,,44.37,ind:imp:3s;,0,CVCCV,VER
parlant,paRl@,parler,VER,,,15.7,par:pre;,0,CVCCV,"ADJ,NOM,VER"
parlent,paRl,parler,VER,,,32.08,ind:pre:3p;sub:pre:3p;,0,CVCC,VER
parlerait,paRl°RE,parler,VER,,,3.17,cnd:pre:3s;,0,CVCCVCV,VER
parleront,paRl°R§,parler,VER,,,1.75,ind:fut:3p;,0,CVCCVCV,VER
part,paR,partir,VER,,,67.76,ind:pre:3s;,0,CVC,"NOM,VER"
partageait,paRtaZE,partager,VER,,,1.74,ind:imp:3s;,0,CVCCVCV,VER
partagent,paRtaZ,partager,VER,,,3.44,ind:pre:3p;,0,CVCCVC,VER
partaient,paRtE,partir,VER,,,1.58,ind:imp:3p;,0,CVCCV,VER
partait,paRtE,partir,VER,,,8.52,ind:imp:3s;,0,CVCCV,VER
partant,paRt@,partir,VER,,,6.9,par:pre;,0,CVCCV,"ADJ,NOM,VER"
participent,paRtisip,participer,VER,,,1.47,ind:pre:3p;,0,CVCCVCVC,VER
partirait,paRtiRE,partir,VER,,,2.37,cnd:pre:3s;,0,CVCCVCV,VER
partirent,paRtiR,partir,VER,,,1.11,ind:pas:3p;,0,CVCCVC,VER
partiront,paRtiR§,partir,VER,,,1.84,ind:fut:3p;,0,CVCCVCV,VER
partit,paRti,partir,VER,,,4.17,ind:pas:3s;,0,CVCCV,VER
parut,paRy,paraître,VER,,,1.48,ind:pas:3s;,0,CVCV,VER
parvient,paRvj5,parvenir,VER,,,2.52,ind:pre:3s;,0,CVCCYV,VER
passaient,pasE,passer,VER,,,3.44,ind:imp:3p;,0,CVCV,VER
passait,pasE,passer,VER,,,28.5,ind:imp:3s;,0,CVCV,VER
passant,pas@,passer,VER,,,10.91,par:pre;,0,CVCV,"ADJ,NOM,VER"
passent,pas,passer,VER,,,27.56,ind:pre:3p;sub:pre:3p;,0,CVC,VER
passeraient,pas°RE,passer,VER,,,1.19,cnd:pre:3p;,0,CVCVCV,VER
passerait,pas°RE,passer,VER,,,7.09,cnd:pre:3s;,0,CVCVCV,VER
passèrent,pasER,passer,VER,,,2.13,ind:pas:3p;,0,CVCVC,VER
passeront,pas°R§,passer,VER,,,3.58,ind:fut:3p;,0,CVCVCV,VER
payait,pejE,payer,VER,,,5.12,ind:imp:3s;,0,CVYV,VER
payant,pEj@,payer,VER,,,1.2,par:pre;,0,CVYV,"ADJ,VER"
peignait,pENE,peindre,VER,,,1.61,ind:imp:3s;,0,CVCV,VER
peint,p5,peindre,VER,m,s,11.95,ind:pre:3s;par:pas;par:pas;,0,CV,"VER,ADJ"
pend,p@,pendre,VER,,,2.5,ind:pre:3s;,0,CV,VER
pendant,p@d@,pendre,VER,,,2.14,par:pre;,0,CVCV,"ADJ,NOM,PRE,VER"
pendent,p@d,pendre,VER,,,1.41,ind:pre:3p;,0,CVC,VER
pensaient,p@sE,penser,VER,,,6.32,ind:imp:3p;,0,CVCV,VER
pensait,p@sE,penser,VER,,,32.53,ind:imp:3s;,0,CVCV,VER
pensant,p@s@,penser,VER,,,10.22,par:pre;,0,CVCV,"ADJ,VER"
pensent,p@s,penser,VER,,,37.42,ind:pre:3p;,0,CVC,VER
penserait,p@s°RE,penser,VER,,,3.17,cnd:pre:3s;,0,CVCVCV,VER
penseront,p@s°R§,penser,VER,,,2.19,ind:fut:3p;,0,CVCVCV,VER
perd,pER,perdre,VER,,,39.97,ind:pre:3s;,0,CVC,VER
perdait,pERdE,perdre,VER,,,2.52,ind:imp:3s;,0,CVCCV,VER
perdant,pERd@,perdre,VER,,,2.4,par:pre;,0,CVCCV,"ADJ,NOM,VER"
perdent,pERd,perdre,VER,,,8.12,ind:pre:3p;,0,CVCC,VER
perdit,pERdi,perdre,VER,,,1.39,ind:pas:3s;,0,CVCCV,VER
perdrait,pERdRE,perdre,VER,,,1.94,cnd:pre:3s;,0,CVCCCV,VER
permet,pERmE,permettre,VER,,,22.88,ind:pre:3s;,0,CVCCV,VER
permettait,pERmEtE,permettre,VER,,,2.04,ind:imp:3s;,0,CVCCVCV,VER
permettant,pERmEt@,permettre,VER,,,2.23,par:pre;,0,CVCCVCV,VER
permettrait,pERmEtRE,permettre,VER,,,3.11,cnd:pre:3s;,0,CVCCVCCV,VER
permit,pERmi,permettre,VER,,,1.39,ind:pas:3s;,0,CVCCV,VER
pesait,p2zE,peser,VER,,,1.95,ind:imp:3s;,0,CVCV,VER
pèsent,pEz,peser,VER,,,2.02,ind:pre:3p;,0,CVC,VER
petit,p°ti,petit,ADJ,m,s,573.72,,1,CVCV,"ADJ,ADV,NOM"
peut,p2,pouvoir,VER,,,1209.64,ind:pre:3s;,0,CV,VER
peuvent,p9v,pouvoir,VER,,,133.3,ind:pre:3p;,0,CVC,VER
piquent,pik,piquer,VER,,,1.54,ind:pre:3p;,0,CVC,VER
plaignent,plEN,plaindre,VER,,,2.71,ind:pre:3p;,0,CCVC,VER
plaint,pl5,plaindre,VER,m,s,7.28,ind:pre:3s;par:pas;,0,CCV,VER
plairait,plERE,plaire,VER,,,14.6,cnd:pre:3s;,0,CCVCV,VER
plaisait,plEzE,plaire,VER,,,8.75,ind:imp:3s;,0,CCVCV,VER
plaisantait,plEz@tE,plaisanter,VER,,,2.08,ind:imp:3s;,0,CCVCVCV,VER
plaisent,plEz,plaire,VER,,,6.92,ind:pre:3p;,0,CCVC,VER
plaît,plE,plaire,VER,,,499.91,ind:pre:3s;,0,CCV,VER
pleuraient,pl2RE,pleurer,VER,,,1.16,ind:imp:3p;,0,CCVCV,VER
pleurait,pl2RE,pleurer,VER,,,7.54,ind:imp:3s;,0,CCVCV,VER
pleurant,pl2R@,pleurer,VER,,,3.26,par:pre;,0,CCVCV,"ADJ,VER"
pleurent,pl9R,pleurer,VER,,,5.41,ind:pre:3p;sub:pre:3p;,0,CCVC,VER
pleut,pl2,pleuvoir,VER,,,20.5,ind:pre:3s;,0,CCV,VER
pleuvait,pl2vE,pleuvoir,VER,,,4.43,ind:imp:3s;,0,CCVCV,VER
plongeant,pl§Z@,plonger,VER,,,1.41,par:pre;,0,CCVCV,"ADJ,VER"
plongent,pl§Z,plonger,VER,,,1.04,ind:pre:3p;,0,CCVC,VER
point,pw5,poindre,VER,,,5.11,ind:pre:3s;,0,CYV,"VER,ADV,NOM"
pond,p§,pondre,VER,,,1.18,ind:pre:3s;,0,CV,VER
portaient,pORtE,porter,VER,,,2.81,ind:imp:3p;,0,CVCCV,VER
portait,pORtE,porter,VER,,,25.75,ind:imp:3s;,0,CVCCV,VER
portant,pORt@,porter,VER,,,4.86,par:pre;,0,CVCCV,"ADJ,NOM,VER"
porterait,pORt°RE,porter,VER,,,2.16,cnd:pre:3s;,0,CVCCVCV,VER
porteront,pORt°R§,porter,VER,,,1.73,ind:fut:3p;,0,CVCCVCV,VER
