ortho_0,phon_0,lemme_0,cgram_0,genre_0,nombre_0,freqfilms2_0,infover_0,islem_0,p_cvcv_0,cgramortho_0
conditions,k§disj§,condition,NOM,f,p,21.12,,0,CVCVCYV,NOM
condoléances,k§dole@s,condoléance,NOM,f,p,10.8,,0,CVCVCVVC,NOM
conducteurs,k§dykt9R,conducteur,NOM,m,p,1.66,,0,CVCVCCVC,"ADJ,NOM"
conduits,k§d8i,conduit,NOM,m,p,1.71,,0,CVCYV,"VER,NOM"
conférences,k§feR@s,conférence,NOM,f,p,2.49,,0,CVCVCVC,NOM
confessions,k§fesj§,confession,NOM,f,p,2.05,,0,CVCVCYV,NOM
confettis,k§feti,confetti,NOM,m,p,1.04,,0,CVCVCV,NOM
confidences,k§fid@s,confidence,NOM,f,p,1.04,,0,CVCVCVC,NOM
confins,k§f5,confins,NOM,m,p,1.66,,1,CVCV,NOM
conflits,k§fli,conflit,NOM,m,p,4.16,,0,CVCCV,NOM
confrères,k§fRER,confrère,NOM,m,p,1.22,,0,CVCCVC,NOM
congés,k§Ze,congé,NOM,m,p,2.58,,0,CVCV,NOM
congrès,k§gRE,congrès,NOM,m,,15.77,,1,CVCCV,NOM
connaissances,konEs@s,connaissance,NOM,f,p,6.47,,0,CVCVCVC,NOM
connards,konaR,connard,NOM,m,p,9.44,,0,CVCVC,"ADJ,NOM"
conneries,kOn°Ri,connerie,NOM,f,p,75.75,,0,CVCVCV,NOM
conquêtes,k§kEt,conquête,NOM,f,p,2.1,,0,CVCVC,NOM
cons,k§,con,NOM,m,p,19.9,,0,CV,"ADJ,NOM"
consciences,k§sj@s,conscience,NOM,f,p,1.07,,0,CVCYVC,NOM
conseillers,k§sEje,conseiller,NOM,m,p,4.74,,0,CVCVYV,NOM
conséquences,k§sek@s,conséquence,NOM,f,p,13.36,,0,CVCVCVC,NOM
conserves,k§sERv,conserve,NOM,f,p,2.76,,0,CVCVCC,"NOM,VER"
consignes,k§siN,consigne,NOM,f,p,2.19,,0,CVCVC,"NOM,VER"
consommateurs,k§somat9R,consommateur,NOM,m,p,1.04,,0,CVCVCVCVC,NOM
constantes,k§st@t,constante,NOM,f,p,1.14,,0,CVCCVC,"ADJ,NOM"
constructions,k§stRyksj§,construction,NOM,f,p,1.83,,0,CVCCCVCCYV,NOM
contacts,k§takt,contact,NOM,m,p,10.27,,0,CVCVCC,NOM
contes,k§t,conte,NOM,m,p,4.46,,0,CVC,"NOM,VER"
continents,k§tin@,continent,NOM,m,p,1.13,,0,CVCVCV,NOM
contours,k§tuR,contour,NOM,m,p,1.22,,0,CVCVC,NOM
contractions,k§tRaksj§,contraction,NOM,f,p,2.05,,0,CVCCVCCYV,"NOM,VER"
contraintes,k§tR5t,contraint,NOM,f,p,1.13,,0,CVCCVC,"VER,ADJ,NOM"
contrats,k§tRa,contrat,NOM,m,p,7.53,,0,CVCCV,NOM
contrées,k§tRe,contrée,NOM,f,p,1.12,,0,CVCCV,"VER,NOM"
contretemps,k§tR°t@,contretemps,NOM,m,,1.43,,1,CVCCVCV,NOM
contribuables,k§tRib8abl,contribuable,NOM,,p,1.3,,0,CVCCVCYVCC,NOM
contrôles,k§tRol,contrôle,NOM,m,p,2.8,,0,CVCCVC,"NOM,VER"
contrôleurs,k§tRol9R,contrôleur,NOM,m,p,1,,0,CVCCVCVC,NOM
contusions,k§tyzj§,contusion,NOM,f,p,2.19,,0,CVCVCYV,NOM
conventions,k§v@sj§,convention,NOM,f,p,1.71,,0,CVCVCYV,NOM
conversations,k§vERsasj§,conversation,NOM,f,p,7.03,,0,CVCVCCVCYV,NOM
convictions,k§viksj§,conviction,NOM,f,p,4.05,,0,CVCVCCYV,NOM
convois,k§vwa,convoi,NOM,m,p,1.53,,0,CVCYV,NOM
convulsions,k§vylsj§,convulsion,NOM,f,p,1.42,,0,CVCVCCYV,"VER,NOM"
coordonnées,koORdone,coordonnée,NOM,f,p,8.05,,0,CVVCCVCV,"VER,NOM"
copains,kop5,copain,NOM,m,p,30.47,,0,CVCV,NOM
copies,kopi,copie,NOM,f,p,8.82,,0,CVCV,"NOM,VER"
copines,kopin,copain,NOM,f,p,10.74,,0,CVCVC,NOM
coqs,kOk,coq,NOM,m,p,1.73,,0,CVC,NOM
coquillages,kokijaZ,coquillage,NOM,m,p,1.89,,0,CVCVYVC,NOM
corbeaux,kORbo,corbeau,NOM,m,p,2.15,,0,CVCCV,NOM
cordes,kORd,corde,NOM,f,p,9.68,,0,CVCC,"NOM,VER"
coréens,koRe5,coréen,NOM,m,p,1.09,,0,CVCVV,"ADJ,NOM"
cornes,kORn,corne,NOM,f,p,5.16,,0,CVCC,"NOM,VER"
cornichons,kORniS§,cornichon,NOM,m,p,2.88,,0,CVCCVCV,NOM
corps,kOR,corps,NOM,m,,250.15,,1,CVC,NOM
corrections,koREksj§,correction,NOM,f,p,4.72,,0,CVCVCCYV,NOM
cortex,kORtEks,cortex,NOM,m,,8.68,,1,CVCCVCC,NOM
corvées,kORve,corvée,NOM,f,p,2.27,,0,CVCCV,NOM
cosmos,kOsmos,cosmos,NOM,m,,2.34,,1,CVCCVC,NOM
costumes,kOstym,costume,NOM,m,p,12.47,,0,CVCCVC,"NOM,VER"
côtelettes,kot°lEt,côtelette,NOM,f,p,2.19,,0,CVCVCVC,NOM
côtes,kot,côte,NOM,f,p,9.31,,0,CVC,NOM
côtés,kote,côté,NOM,m,p,35.48,,0,CVCV,NOM
couches,kuS,couche,NOM,f,p,9.06,,0,CVC,"NOM,VER"
coudes,kud,coude,NOM,m,p,4.84,,0,CVC,NOM
couillons,kuj§,couillon,NOM,m,p,1.71,,0,CVYV,"ADJ,NOM"
couleurs,kul9R,couleur,NOM,f,p,24.79,,0,CVCVC,NOM
coulisses,kulis,coulisse,NOM,f,p,3.44,,0,CVCVC,"NOM,VER"
couloirs,kulwaR,couloir,NOM,m,p,4.41,,0,CVCYVC,NOM
coupables,kupabl,coupable,NOM,,p,3.88,,0,CVCVCC,"ADJ,NOM"
coupes,kup,coupe,NOM,f,p,3.86,,0,CVC,"NOM,VER"
couples,kupl,couple,NOM,m,p,8.49,,0,CVCC,"NOM,VER"
coupons,kup§,coupon,NOM,m,p,1.18,,0,CVCV,"VER,NOM"
coups,ku,coup,NOM,m,p,82.33,,0,CV,NOM
coupures,kupyR,coupure,NOM,f,p,4.19,,0,CVCVC,NOM
courants,kuR@,courant,NOM,m,p,2.89,,0,CVCV,"ADJ,NOM"
courbes,kuRb,courbe,NOM,f,p,1.28,,0,CVCC,"ADJ,NOM"
coureurs,kuR9R,coureur,NOM,m,p,1.42,,0,CVCVC,NOM
courges,kuRZ,courge,NOM,f,p,1.08,,0,CVCC,NOM
courgettes,kuRZEt,courgette,NOM,f,p,1,,0,CVCCVC,NOM
couronnes,kuROn,couronne,NOM,f,p,7.99,,0,CVCVC,"NOM,VER"
courroux,kuRu,courroux,NOM,m,,3.55,,1,CVCV,NOM
cours,kuR,cours,NOM,,p,143.05,,1,CVC,"VER,NOM"
courses,kuRs,course,NOM,f,p,32.04,,0,CVCC,NOM
courtisans,kuRtiz@,courtisan,NOM,m,p,1.25,,0,CVCCVCV,"ADJ,NOM"
couscous,kuskus,couscous,NOM,m,,1.05,,1,CVCCVC,NOM
cousines,kuzin,cousin,NOM,f,p,2.18,,0,CVCVC,NOM
cousins,kuz5,cousin,NOM,m,p,10.66,,0,CVCV,NOM
coussins,kus5,coussin,NOM,m,p,1.98,,0,CVCV,NOM
couteaux,kuto,couteau,NOM,m,p,7.08,,0,CVCV,NOM
coûts,ku,coût,NOM,m,p,1.46,,0,CV,NOM
coutumes,kutym,coutume,NOM,f,p,3.19,,0,CVCVC,NOM
coutures,kutyR,couture,NOM,f,p,1.21,,0,CVCVC,NOM
couverts,kuvER,couvert,NOM,m,p,2.33,,0,CVCVC,"ADJ,NOM,VER"
couvertures,kuvERtyR,couverture,NOM,f,p,7.89,,0,CVCVCCVC,NOM
coyotes,kojOt,coyote,NOM,m,p,1.52,,0,CVYVC,NOM
crabes,kRab,crabe,NOM,m,p,3.24,,0,CCVC,NOM
crackers,kRak9R,cracker,NOM,m,p,1.5,,0,CCVCVC,NOM
craintes,kR5t,crainte,NOM,f,p,3.15,,0,CCVC,"VER,NOM"
crampes,kR@p,crampe,NOM,f,p,2.57,,0,CCVC,NOM
crânes,kRan,crâne,NOM,m,p,1.72,,0,CCVC,"ADJ,NOM,VER"
crapauds,kRapo,crapaud,NOM,m,p,1.7,,0,CCVCV,NOM
crapules,kRapyl,crapule,NOM,f,p,2.66,,0,CCVCVC,"ADJ,NOM"
craquements,kRak°m@,craquement,NOM,m,p,1.31,,0,CCVCVCV,NOM
cravates,kRavat,cravate,NOM,f,p,1.93,,0,CCVCVC,"NOM,VER"
crayons,kREj§,crayon,NOM,m,p,2.88,,0,CCVYV,NOM
créateurs,kReat9R,créateur,NOM,m,p,1.29,,0,CCVVCVC,"ADJ,NOM"
créations,kReasj§,création,NOM,f,p,1.41,,0,CCVVCYV,NOM
créatures,kReatyR,créature,NOM,f,p,14.81,,0,CCVVCVC,NOM
crédits,kRedi,crédit,NOM,m,p,2.38,,0,CCVCV,NOM
crêpes,kREp,crêpe,NOM,,p,5.16,,0,CCVC,"NOM,VER"
crétins,kRet5,crétin,NOM,m,p,7.24,,0,CCVCV,"ADJ,NOM"
creux,kR2,creux,NOM,m,,2.83,,1,CCV,"ADJ,NOM"
crevettes,kR°vEt,crevette,NOM,f,p,7.9,,0,CCVCVC,NOM
crimes,kRim,crime,NOM,m,p,22.3,,0,CCVC,NOM
criminels,kRiminEl,criminel,NOM,m,p,13.9,,0,CCVCVCVC,"ADJ,NOM"
cris,kRi,cri,NOM,m,p,26.79,,0,CCV,NOM
cristaux,kRisto,cristal,NOM,m,p,3.88,,0,CCVCCV,NOM
critères,kRitER,critère,NOM,m,p,2.49,,0,CCVCVC,NOM
critiques,kRitik,critique,NOM,,p,7.24,,0,CCVCVC,"ADJ,NOM,VER"
crochets,kRoSE,crochet,NOM,m,p,2.47,,0,CCVCV,NOM
crocodiles,kRokodil,crocodile,NOM,m,p,3.12,,0,CCVCVCVC,NOM
crocs,kRo,croc,NOM,m,p,2.53,,0,CCV,NOM
croissants,kRwas@,croissant,NOM,m,p,2.31,,0,CCYVCV,"ADJ,NOM"
croix,kRwa,croix,NOM,f,,29.1,,1,CCYV,NOM
croquettes,kRokEt,croquette,NOM,f,p,1.86,,0,CCVCVC,NOM
croquis,kRoki,croquis,NOM,m,,2.63,,1,CCVCV,NOM
crottes,kROt,crotte,NOM,f,p,3.06,,0,CCVC,NOM
croyances,kRwaj@s,croyance,NOM,f,p,4.65,,0,CCYVYVC,NOM
croyants,kRwaj@,croyant,NOM,m,p,1.63,,0,CCYVYV,"ADJ,NOM"
crucifix,kRysifi,crucifix,NOM,m,,1.22,,1,CCVCVCV,NOM
cubains,kyb5,cubain,NOM,m,p,1.27,,0,CVCV,"ADJ,NOM"
cubes,kyb,cube,NOM,m,p,1.24,,0,CVC,"NOM,VER"
cuillères,k8ijER,cuillère,NOM,f,p,2.13,,0,CYVYVC,NOM
cuisines,k8izin,cuisine,NOM,f,p,2.84,,0,CYVCVC,"NOM,VER"
cuisiniers,k8izinje,cuisinier,NOM,m,p,1.25,,0,CYVCVCYV,NOM
cuisses,k8is,cuisse,NOM,f,p,8.34,,0,CYVC,NOM
cul-terreux,kytER2,cul-terreux,NOM,m,,1.6,,1,CVCVCV,NOM
culottes,kylOt,culotte,NOM,f,p,4.8,,0,CVCVC,"NOM,VER"
culs,ky,cul,NOM,m,p,4.96,,0,CV,NOM
cultures,kyltyR,culture,NOM,f,p,3.89,,0,CVCCVC,NOM
curés,kyRe,curé,NOM,m,p,2.08,,0,CVCV,"VER,NOM"
curieux,kyRj2,curieux,ADJ,m,,26.11,,1,CVCYV,"ADJ,NOM"
curieux,kyRj2,curieux,NOM,m,,3.63,,1,CVCYV,"ADJ,NOM"
cycles,sikl,cycle,NOM,m,p,2.5,,0,CVCC,NOM
cygnes,siN,cygne,NOM,m,p,1.99,,0,CVC,NOM
dames,dam,dame,NOM,f,p,24.7,,0,CVC,"NOM,VER"
damnés,dane,damné,NOM,m,p,1.33,,0,CVCV,"VER,ADJ,NOM"
dangers,d@Ze,danger,NOM,m,p,3.87,,0,CVCV,NOM
danois,danwa,danois,NOM,m,,2.02,,1,CVCYV,"ADJ,NOM"
dans,d@,dans,PRE,,,4658.59,,1,CV,PRE
danses,d@s,danse,NOM,f,p,4.31,,0,CVC,"NOM,VER"
danseurs,d@s9R,danseur,NOM,m,p,3.64,,0,CVCVC,NOM
dates,dat,date,NOM,f,p,4.53,,0,CVC,"NOM,VER"
dauphins,dof5,dauphin,NOM,m,p,2.63,,0,CVCV,NOM
dealers,dil9R,dealer,NOM,m,p,4.22,,0,CVCVC,NOM
débarras,debaRa,débarras,NOM,m,,2.79,,1,CVCVCV,"NOM,VER"
débats,deba,débat,NOM,m,p,2.93,,0,CVCV,"NOM,VER"
débiles,debil,débile,NOM,,p,3.66,,0,CVCVC,"ADJ,NOM"
débris,debRi,débris,NOM,m,,4.94,,1,CVCCV,NOM
débutants,debyt@,débutant,NOM,m,p,1.64,,0,CVCVCV,"ADJ,NOM"
débuts,deby,début,NOM,m,p,4.43,,0,CVCV,NOM
décennies,deseni,décennie,NOM,f,p,1.41,,0,CVCVCV,NOM
déceptions,desEpsj§,déception,NOM,f,p,1.19,,0,CVCVCCYV,NOM
décès,desE,décès,NOM,m,,12.82,,1,CVCV,NOM
décharges,deSaRZ,décharge,NOM,f,p,1.68,,0,CVCVCC,"NOM,VER"
déchets,deSE,déchet,NOM,m,p,5.77,,0,CVCV,NOM
décisions,desizj§,décision,NOM,f,p,11.85,,0,CVCVCYV,NOM
déclarations,deklaRasj§,déclaration,NOM,f,p,3.25,,0,CVCCVCVCYV,NOM
décombres,dek§bR,décombre,NOM,m,p,1.09,,0,CVCVCC,NOM
décorations,dekoRasj§,décoration,NOM,f,p,3.35,,0,CVCVCVCYV,NOM
décors,dekOR,décor,NOM,m,p,2.37,,0,CVCVC,NOM
découvertes,dekuvERt,découverte,NOM,f,p,3.21,,0,CVCVCVCC,"ADJ,NOM,VER"
dedans,d°d@,dedans,NOM,m,,3.73,,1,CVCV,"ADV,NOM"
déesses,deEs,déesse,NOM,f,p,1.74,,0,CVVC,NOM
défauts,defo,défaut,NOM,m,p,7.12,,0,CVCV,NOM
défenses,def@s,défense,NOM,f,p,2.38,,0,CVCVC,NOM
défenseurs,def@s9R,défenseur,NOM,m,p,1.15,,0,CVCVCVC,NOM
défis,defi,défi,NOM,m,p,2.02,,0,CVCV,"VER,NOM"
défunts,def1,défunt,NOM,m,p,1.06,,0,CVCV,"ADJ,NOM"
dégâts,dega,dégât,NOM,m,p,13.27,,0,CVCV,NOM
degrés,d°gRe,degré,NOM,m,p,13.37,,0,CVCCV,NOM
déguisements,degiz°m@,déguisement,NOM,m,p,1.05,,0,CVCVCVCV,NOM
dehors,d2OR,dehors,NOM,m,,17.57,,1,CVVC,"ADV,NOM,ONO"
déjeuners,deZ9ne,déjeuner,NOM,m,p,1.02,,0,CVCVCV,NOM
délais,delE,délai,NOM,m,p,2.1,,0,CVCV,NOM
délégués,delege,délégué,NOM,m,p,1.56,,0,CVCVCV,"VER,ADJ,NOM"
délices,delis,délice,NOM,f,p,2.42,,0,CVCVC,NOM
délinquants,del5k@,délinquant,NOM,m,p,2.07,,0,CVCVCV,"ADJ,NOM"
délires,deliR,délire,NOM,m,p,2.27,,0,CVCVC,"NOM,VER"
délits,deli,délit,NOM,m,p,2.17,,0,CVCV,NOM
demandes,d°m@d,demande,NOM,f,p,5.38,,0,CVCVC,"NOM,VER"
démarches,demaRS,démarche,NOM,f,p,1.73,,0,CVCVCC,NOM
déménageurs,demenaZ9R,déménageur,NOM,m,p,1.03,,0,CVCVCVCVC,NOM
demeures,d°m9R,demeure,NOM,f,p,1.1,,0,CVCVC,"NOM,VER"
démocrates,demokRat,démocrate,NOM,,p,2.35,,0,CVCVCCVC,"ADJ,NOM"
demoiselles,d°mwazEl,damoiseau,NOM,f,p,4.62,,0,CVCYVCVC,NOM
démons,dem§,démon,NOM,m,p,21.1,,0,CVCV,NOM
deniers,d°nje,denier,NOM,m,p,1.34,,0,CVCYV,NOM
dents,d@,dent,NOM,f,p,60.94,,0,CV,NOM
départs,depaR,départ,NOM,m,p,1.14,,0,CVCVC,NOM
dépens,dep@,dépens,NOM,m,p,3.19,,1,CVCV,NOM
dépenses,dep@s,dépense,NOM,f,p,5.29,,0,CVCVC,"NOM,VER"
déplacements,deplas°m@,déplacement,NOM,m,p,1.64,,0,CVCCVCVCV,NOM
déportés,depORte,déporté,NOM,m,p,2.14,,0,CVCVCCV,"VER,ADJ,NOM"
dépositions,depozisj§,déposition,NOM,f,p,1.59,,0,CVCVCVCYV,NOM
dépôts,depo,dépôt,NOM,m,p,1.3,,0,CVCV,NOM
depuis,d°p8i,depuis,PRE,,,483.95,,1,CVCYV,"ADV,PRE"
députés,depyte,député,NOM,m,p,2.59,,0,CVCVCV,NOM
dernières,dERnjER,dernier,ADJ,f,p,26.3,,0,CVCCYVC,"ADJ,NOM"
dernières,dERnjER,dernier,NOM,f,p,10.52,,0,CVCCYVC,"ADJ,NOM"
derniers,dERnje,dernier,ADJ,m,p,41.81,,0,CVCCYV,"ADJ,NOM"
derniers,dERnje,dernier,NOM,m,p,5.6,,0,CVCCYV,"ADJ,NOM"
des,de,des,ART:ind,,p,6055.71,,1,CV,ART:ind
dés,de,dé,NOM,m,p,17.63,,0,CV,NOM
descendants,des@d@,descendant,NOM,m,p,2.38,,0,CVCVCV,"ADJ,NOM"
descentes,des@t,descente,NOM,f,p,1.1,,0,CVCVC,NOM
déserteurs,dezERt9R,déserteur,NOM,m,p,1.19,,0,CVCVCCVC,NOM
déserts,dezER,désert,NOM,m,p,1.53,,0,CVCVC,"ADJ,NOM"
désirs,deziR,désir,NOM,m,p,13.76,,0,CVCVC,NOM
désordres,dezORdR,désordre,NOM,m,p,1.3,,0,CVCVCCC,NOM
desseins,des5,dessein,NOM,m,p,1.97,,0,CVCV,NOM
desserts,desER,dessert,NOM,m,p,1.79,,0,CVCVC,NOM
dessins,des5,dessin,NOM,m,p,11.68,,0,CVCV,NOM
dessous,d°su,dessous,NOM,m,,18.14,,1,CVCV,"ADV,NOM"
dessus,d°sy,dessus,NOM,m,,54.77,,1,CVCV,"ADV,NOM"
destins,dest5,destin,NOM,m,p,1.1,,0,CVCCV,NOM
détecteurs,detEkt9R,détecteur,NOM,m,p,2.86,,0,CVCVCCVC,"ADJ,NOM"
détectives,detEktiv,détective,NOM,,p,3.84,,0,CVCVCCVC,NOM
détenus,det°ny,détenu,NOM,m,p,8.57,,0,CVCVCV,"VER,ADJ,NOM"
détonateurs,detonat9R,détonateur,NOM,m,p,1.6,,0,CVCVCVCVC,NOM
détours,detuR,détour,NOM,m,p,1.39,,0,CVCVC,NOM
détritus,detRitys,détritus,NOM,m,,1.16,,1,CVCCVCVC,NOM
dettes,dEt,dette,NOM,f,p,13.36,,0,CVC,NOM
deux,d2,deux,ADJ:num,,,1009.01,,1,CV,ADJ:num
devais,d°vE,devoir,VER,,,81.01,ind:imp:1s;ind:imp:2s;,0,CVCV,VER
devez,d°ve,devoir,VER,,,150.16,imp:pre:2p;ind:pre:2p;,0,CVCV,VER
deviez,d°vje,devoir,VER,,,13.48,ind:imp:2p;sub:pre:2p;,0,CVCYV,VER
devinettes,d°vinEt,devinette,NOM,f,p,1.49,,0,CVCVCVC,NOM
devions,d°vj§,devoir,VER,,,6.25,ind:imp:1p;,0,CVCYV,VER
devoirs,d°vwaR,devoir,NOM,m,p,20.7,,0,CVCYVC,NOM
devons,d°v§,devon,NOM,m,p,1.94,,0,CVCV,"VER,NOM"
devons,d°v§,devoir,VER,,,114.35,imp:pre:1p;ind:pre:1p;,0,CVCV,"VER,NOM"
devrais,d°vRE,devoir,VER,,,235.63,cnd:pre:1s;cnd:pre:2s;,0,CVCCV,VER
devras,d°vRa,devoir,VER,,,15.16,ind:fut:2s;,0,CVCCV,VER
devrez,d°vRe,devoir,VER,,,12.97,ind:fut:2p;,0,CVCCV,VER
devriez,d°vRje,devoir,VER,,,75.83,cnd:pre:2p;,0,CVCCYV,VER
devrions,d°vRij§,devoir,VER,,,27.74,cnd:pre:1p;,0,CVCCVYV,VER
devrons,d°vR§,devoir,VER,,,7.11,ind:fut:1p;,0,CVCCV,VER
diables,djabl,diable,NOM,m,p,5.8,,0,CYVCC,NOM
dialogues,djalOg,dialogue,NOM,m,p,2.6,,0,CYVCVC,NOM
diamants,djam@,diamant,NOM,m,p,12.59,,0,CYVCV,NOM
diapos,djapo,diapo,NOM,f,p,1.13,,0,CYVCV,NOM
dieux,dj2,dieu,NOM,m,p,50.49,,0,CYV,NOM
différences,difeR@s,différence,NOM,f,p,4.41,,0,CVCVCVC,NOM
différends,difeR@,différend,NOM,m,p,1.53,,0,CVCVCV,NOM
différents,difeR@,différents,ADJ:ind,m,p,3.94,,1,CVCVCV,"ADJ,ADJ:ind"
difficultés,difikylte,difficulté,NOM,f,p,8.89,,0,CVCVCVCCV,NOM
dimanches,dim@S,dimanche,NOM,m,p,4.3,,0,CVCVC,NOM
dimensions,dim@sj§,dimension,NOM,f,p,3.52,,0,CVCVCYV,NOM
dinars,dinaR,dinar,NOM,m,p,1.41,,0,CVCVC,NOM
dîners,dine,dîner,NOM,m,p,3.72,,0,CVCV,NOM
dingues,d5g,dingue,NOM,,p,3.84,,0,CVC,"ADJ,NOM"
dinosaures,dinozoR,dinosaure,NOM,m,p,2.14,,0,CVCVCVC,NOM
diplomates,diplomat,diplomate,NOM,,p,1.77,,0,CVCCVCVC,"ADJ,NOM"
diplômes,diplom,diplôme,NOM,m,p,3.99,,0,CVCCVC,NOM
diplômés,diplome,diplômé,NOM,m,p,1.03,,0,CVCCVCV,"VER,ADJ,NOM"
directeurs,diREkt9R,directeur,NOM,m,p,2.23,,0,CVCVCCVC,"ADJ,NOM"
directions,diREksj§,direction,NOM,f,p,1.81,,0,CVCVCCYV,NOM
directives,diREktiv,directive,NOM,f,p,3.04,,0,CVCVCCVC,"ADJ,NOM"
dires,diR,dire,NOM,m,p,1.94,,0,CVC,NOM
dirigeants,diRiZ@,dirigeant,NOM,m,p,4.3,,0,CVCVCV,"ADJ,NOM"
disciples,disipl,disciple,NOM,,p,3.65,,0,CVCVCC,NOM
discours,diskuR,discours,NOM,m,,42.75,,1,CVCCVC,"VER,NOM"
discussions,diskysj§,discussion,NOM,f,p,4.05,,0,CVCCVCYV,NOM
disparitions,dispaRisj§,disparition,NOM,f,p,1.5,,0,CVCCVCVCYV,NOM
disparus,dispaRy,disparu,NOM,m,p,3.27,,0,CVCCVCV,"VER,ADJ,NOM"
dispositions,dispozisj§,disposition,NOM,f,p,3.37,,0,CVCCVCVCYV,NOM
disputes,dispyt,dispute,NOM,f,p,5.07,,0,CVCCVC,"NOM,VER"
disques,disk,disque,NOM,m,p,13.26,,0,CVCC,NOM
distances,dist@s,distance,NOM,f,p,5.43,,0,CVCCVC,"NOM,VER"
distractions,distRaksj§,distraction,NOM,f,p,1.18,,0,CVCCCVCCYV,NOM
distributeurs,distRibyt9R,distributeur,NOM,m,p,1.84,,0,CVCCCVCVCVC,NOM
divers,divER,divers,ADJ:ind,m,p,3.6,,1,CVCVC,"ADJ,ADJ:ind"
diverses,divERs,diverses,ADJ:ind,f,p,3.08,,1,CVCVCC,"ADJ,ADJ:ind"
divines,divin,divin,ADJ,f,p,1.42,,0,CVCVC,ADJ
divins,div5,divin,ADJ,m,p,1.12,,0,CVCV,ADJ
divisions,divizj§,division,NOM,f,p,1.48,,0,CVCVCYV,"VER,NOM"
divorces,divORs,divorce,NOM,m,p,1.58,,0,CVCVCC,"NOM,VER"
dix,dis,dix,ADJ:num,,,118.29,,1,CVC,ADJ:num
dizaines,dizEn,dizaine,NOM,f,p,5.21,,0,CVCVC,NOM
docks,dOk,dock,NOM,m,p,2.18,,0,CVC,NOM
docteurs,dOkt9R,docteur,NOM,m,p,9.72,,0,CVCCVC,NOM
documents,dokym@,document,NOM,m,p,15.53,,0,CVCVCV,NOM
doigts,dwa,doigt,NOM,m,p,45.86,,0,CYV,NOM
dois,dwa,devoir,VER,,,894.69,imp:pre:2s;ind:pre:1s;ind:pre:2s;inf;,0,CYV,VER
doives,dwav,devoir,VER,,,1.25,sub:pre:2s;,0,CYVC,VER
dollars,dolaR,dollar,NOM,m,p,120.22,,0,CVCVC,NOM
domaines,domEn,domaine,NOM,m,p,2.37,,0,CVCVC,NOM
domestiques,domEstik,domestique,NOM,,p,5.52,,0,CVCVCCVC,"ADJ,NOM"
dommages,domaZ,dommage,NOM,m,p,6.16,,0,CVCVC,NOM
données,done,donnée,NOM,f,p,20.05,,0,CVCV,"VER,ADJ,NOM"
donnes,dOn,donne,NOM,f,p,1.3,,0,CVC,"NOM,VER"
dons,d§,don,NOM,m,p,8.31,,0,CV,NOM
dos,do,dos,NOM,m,,100.34,,1,CV,NOM
dossiers,dosje,dossier,NOM,m,p,21.71,,0,CVCYV,NOM
douanes,dwan,douane,NOM,f,p,1.79,,0,CYVC,NOM
douaniers,dwanje,douanier,NOM,m,p,1.14,,0,CYVCYV,"ADJ,NOM"
doubles,dubl,double,NOM,m,p,1.27,,0,CVCC,"ADJ,NOM,VER"
douches,duS,douche,NOM,f,p,3.49,,0,CVC,"NOM,VER"
douleurs,dul9R,douleur,NOM,f,p,10.1,,0,CVCVC,NOM
doutes,dut,doute,NOM,m,p,10.66,,0,CVC,"NOM,VER"
doux,du,doux,NOM,m,,6.54,,1,CV,"ADJ,ADV,NOM"
douzaines,duzEn,douzaine,NOM,f,p,4.72,,0,CVCVC,NOM
drachmes,dRakm,drachme,NOM,f,p,1.28,,0,CCVCC,NOM
dragées,dRaZe,dragée,NOM,f,p,1.14,,0,CCVCV,NOM
dragons,dRag§,dragon,NOM,m,p,3.39,,0,CCVCV,NOM
drames,dRam,drame,NOM,m,p,1.39,,0,CCVC,NOM
drapeaux,dRapo,drapeau,NOM,m,p,5.03,,0,CCVCV,NOM
draps,dRa,drap,NOM,m,p,15.54,,0,CCV,NOM
drogues,dROg,drogue,NOM,f,p,11.56,,0,CCVC,"NOM,VER"
drogués,dRoge,drogué,NOM,m,p,2.2,,0,CCVCV,"VER,ADJ,NOM"
droits,dRwa,droit,NOM,m,p,32.01,,0,CCYV,"ADJ,NOM"
drôles,dRol,drôle,NOM,,p,5.15,,0,CCVC,"ADJ,NOM"
duels,d8El,duel,NOM,m,p,1.37,,0,CYVC,NOM
dunes,dyn,dune,NOM,f,p,2.41,,0,CVC,NOM
durs,dyR,dur,NOM,m,p,4.49,,0,CVC,"ADJ,NOM"
dus,dy,devoir,VER,m,p,1.57,ind:pas:1s;par:pas;,0,CV,"VER,ADJ"
e-mails,imEjl,e-mail,NOM,m,p,2.32,,0,VCVYC,NOM
eaux,o,eau,NOM,f,p,15.14,,0,V,NOM
échanges,eS@Z,échange,NOM,m,p,2.81,,0,VCVC,"NOM,VER"
échantillons,eS@tij§,échantillon,NOM,m,p,6.51,,0,VCVCVYV,NOM
échecs,eSEk,échec,NOM,m,p,8.84,,0,VCVC,NOM
éclaboussures,eklabusyR,éclaboussure,NOM,f,p,1.39,,0,VCCVCVCVC,NOM
éclaireurs,eklER9R,éclaireur,NOM,m,p,1.54,,0,VCCVCVC,NOM
éclairs,eklER,éclair,NOM,m,p,3.39,,0,VCCVC,NOM
éclats,ekla,éclat,NOM,m,p,4.55,,0,VCCV,NOM
écoles,ekOl,école,NOM,f,p,9.84,,0,VCVC,NOM
